,2Y_yield,5Y_yield,10Y_yield,30Y_yield,2s10s_spread,2s10s_zscore,3m10y_spread,curve_level,curve_slope,curve_curvature,2Y_1m_change,2Y_3m_change,5Y_1m_change,5Y_3m_change,10Y_1m_change,10Y_3m_change,30Y_1m_change,30Y_3m_change,2Y_volatility,5Y_volatility,10Y_volatility,30Y_volatility,credit_spread,credit_spread_zscore,credit_spread_1m_change,credit_spread_3m_change,credit_spread_volatility
2011-01-14,1.904244461928491,2.020465423973131,1.6175397265353235,2.985963495203621,-0.28670473539316754,0.0,1.2124908446019407,1.847416537478982,-0.28670473539316754,0.5191466594824472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.554859030074033,6.467980346460447,4.741106695286608,4.496882573458954,1.96598131860169,0.0,0.0,0.0,5.953904819259684
2011-01-18,1.909887153809446,2.0822060290502122,1.2466601583027939,2.4269996519773924,-0.6632269955066521,0.0,0.549169778507214,1.7462511137208174,-0.6632269955066521,1.0078647459881847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9103985117567275,7.178884842506973,6.476377595954994,6.160710813241641,2.1184677588239573,0.0,0.0,0.0,6.658908194934121
2011-01-19,2.1131313923183837,2.0277740856033057,1.442973548119444,2.379288466691475,-0.6701578441989398,0.0,0.8296826026844768,1.8612930086803778,-0.6701578441989398,0.49944323076878394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5034444176420845,7.702288586218197,6.986965249941061,7.186958626617413,2.260517222831318,0.0,0.0,0.0,7.366686611191125
2011-01-20,2.087938405521063,2.0483629812407824,1.456454973888098,2.6589975802400714,-0.6314834316329647,0.0,1.248188648168843,1.8642521202166478,-0.6314834316329647,0.552332583072404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.824326973051225,7.98685381156383,7.276161761307491,7.3320576506196105,2.3310222712926096,0.0,0.0,0.0,7.932532083806649
2011-01-21,2.087526986767859,1.8723952726302668,0.836942922955437,3.1229317134364187,-1.250584063812422,0.0,0.6908514166760702,1.5989550607845209,-1.250584063812422,0.8203206355372377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.021149556752607,8.42064524766805,8.64517962856437,7.072163910271484,2.508696939989806,0.0,0.0,0.0,8.600431630308297
2011-01-24,2.0379707560551297,1.9049154541267657,0.702648457867891,3.3565458837468682,-1.3353222981872386,0.0,0.5056379595227483,1.5485115560165956,-1.3353222981872386,1.0692116943305106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.079302035222324,8.656409521875574,9.787808994508165,6.862887054180558,2.793476651697495,0.0,0.0,0.0,9.542211192576271
2011-01-25,1.884329438042929,1.741612511100697,0.6692430282879968,3.4090591573737674,-1.215086409754932,0.0,0.4498100176708217,1.4317283258105409,-1.215086409754932,0.9296525558704684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9678205679896115,9.014981733053906,10.609827745760551,6.691788780053471,3.1358524718837133,0.0,0.0,0.0,10.796519178934938
2011-01-26,1.771086292120419,1.5350237144749084,0.8372265441496545,3.5230480389581844,-0.9338597479707644,0.0,0.44499513738649243,1.3811121835816607,-0.9338597479707644,0.46173459267974337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.798120321272075,9.5393945482723,10.949602325274116,6.592941581459486,3.301384821971014,0.0,0.0,0.0,11.938346096285617
2011-01-27,1.8869883805338543,1.5251582570518794,1.0702456952528052,3.584596003812301,-0.8167426852810491,0.0,0.2731503907389081,1.4941307776128463,-0.8167426852810491,0.09308243831709917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.695067160560303,9.922670996460038,10.950440156739143,6.5339257505454755,3.6473119295186316,0.0,0.0,0.0,13.31135254258536
2011-01-28,2.0723877809438025,1.4253720280549942,1.203777922813384,3.3928362873771998,-0.8686098581304185,0.0,0.31384955693960337,1.5671792439373935,-0.8686098581304185,-0.42542164764719814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.724573471378086,10.314430963281234,10.828583124410905,6.379428251112874,3.8192726781237876,0.0,0.0,0.0,14.55696587907972
