Date,price_IEF,price_TLT,price_SHY,price_LQD,price_VCIT,price_VCSH,price_HYG,price_JNK,price_MUB,price_TFI,price_BNDX,price_EMB,return_IEF,return_TLT,return_SHY,return_LQD,return_VCIT,return_VCSH,return_HYG,return_JNK,return_MUB,return_TFI,return_BNDX,return_EMB,vol_IEF,vol_TLT,vol_SHY,vol_LQD,vol_VCIT,vol_VCSH,vol_HYG,vol_JNK,vol_MUB,vol_TFI,vol_BNDX,vol_EMB
2010-02-01,65.49295806884766,59.9831657409668,69.16075897216797,60.94069290161133,44.48760223388672,52.669132232666016,36.228477478027344,44.54636764526367,69.48843383789062,30.62255859375,,49.621212005615234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-02-02,65.6020736694336,60.15427780151367,69.1690444946289,61.13309097290039,44.51109313964844,52.655250549316406,36.33802795410156,44.63869094848633,69.50191497802734,30.757936477661133,,49.50304412841797,0.0016660661512835073,0.0028526680516631764,0.00011980091867225262,0.003157136260325988,0.0005280326334113905,-0.00026356392750670476,0.003023877449463974,0.0020725214670218595,0.00019400552569903695,0.0044208547596269465,,-0.002381398446774985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-02-03,65.28945922851562,59.456729888916016,69.1193618774414,61.06893539428711,44.38210678100586,52.6205940246582,36.52341079711914,44.62715148925781,69.52898406982422,30.69025993347168,,49.43409729003906,-0.0047653134029455035,-0.01159598183356636,-0.0007182782059590442,-0.0010494411061551245,-0.0028978474700205314,-0.0006581779461052317,0.005101620903911863,-0.00025850801139826185,0.00038947260381871907,-0.0022002953364119726,,-0.001392779769261221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-02-04,65.82748413085938,60.39775466918945,69.21868896484375,61.06318283081055,44.5755729675293,52.7384033203125,36.005130767822266,43.76179885864258,69.75856018066406,30.82563591003418,,48.93190002441406,0.008240608954358741,0.01582705241326887,0.0014370371008121108,-9.419786736775126e-05,0.004359103263800845,0.0022388438944473954,-0.014190351283888125,-0.019390720710093512,0.0033018763888350566,0.004411040403566435,,-0.010158924571404881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-02-05,66.03826904296875,60.5294189453125,69.32644653320312,60.87657165527344,44.563819885253906,52.731502532958984,35.79446792602539,43.381080627441406,69.78556060791016,30.893333435058594,,48.75956726074219,0.003202080633833093,0.002179953159586745,0.0015567698546574693,-0.0030560342072923907,-0.00026366643192565764,-0.00013084937956131526,-0.005850911725757246,-0.00869978476961042,0.00038705539759087415,0.0021961436650324018,,-0.003521889883407181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-02-08,65.98011779785156,60.608341217041016,69.27667236328125,60.934879302978516,44.54627227783203,52.71760559082031,35.638572692871094,43.4964599609375,69.76535034179688,30.906864166259766,,48.97623825073242,-0.0008805688877058238,0.0013038663364639547,-0.0007179679964994801,0.0009578011067254977,-0.0003937635388316929,-0.0002635415543106312,-0.004355288461794671,0.002659669418725974,-0.00028960526987575896,0.00043798223424529326,,0.004443661052847103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-02-09,65.6239013671875,60.002906799316406,69.2104263305664,60.79494094848633,44.452457427978516,52.669132232666016,35.71017074584961,43.60030746459961,69.7315673828125,30.86623764038086,,48.917144775390625,-0.005398845024124244,-0.009989291994587424,-0.0009562531001410246,-0.0022965230438283246,-0.00210600898922364,-0.0009194908913453537,0.002009004501822842,0.002387493229457638,-0.00048423692877430646,-0.001314482299477615,,-0.0012065744012283997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-02-10,65.442138671875,59.43040084838867,69.13594818115234,60.322696685791016,44.22384262084961,52.613670349121094,35.229854583740234,42.96574020385742,69.79910278320312,30.947490692138672,,49.06975555419922,-0.0027697636307155715,-0.009541303604548967,-0.0010761116982336283,-0.00776782171884105,-0.005142905934937492,-0.0010530244413353707,-0.013450402282526142,-0.014554192335854754,0.0009685054119015213,0.0026324248748579304,,0.0031197809992657977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-02-11,65.36215209960938,59.10797882080078,69.16075897216797,60.46263122558594,44.18281936645508,52.5651741027832,35.37310791015625,42.88496398925781,69.80586242675781,30.93393898010254,,49.414432525634766,-0.001222248751170496,-0.005425203649734978,0.0003588696136864744,0.0023197659833380513,-0.0009276275412393176,-0.0009217423155634119,0.004066248019148233,-0.0018800145003055047,9.684427571632348e-05,-0.00043789372685953953,,0.007024224342321084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-02-12,65.51488494873047,59.35145950317383,69.21868896484375,60.53261184692383,44.212135314941406,52.6205940246582,35.35205841064453,43.0003547668457,69.79910278320312,30.961017608642578,,49.340599060058594,0.002336716956448104,0.0041192523789590485,0.0008376136054131234,0.0011574193831689339,0.0006635146626379207,0.001054308728563047,-0.0005950706837856146,0.002690704779810371,-9.683489781076027e-05,0.0008753695595460353,,-0.0014941680355808895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-02-16,65.66020202636719,59.46331787109375,69.22703552246094,60.7716178894043,44.305912017822266,52.6205940246582,35.70176696777344,43.47338104248047,69.79910278320312,30.974538803100586,,49.42427444458008,0.0022180772774071933,0.0018846776280865285,0.00012058242856105572,0.003948384766295332,0.002121062514010008,0.0,0.009892169589299282,0.011000520302671513,0.0,0.00043671673292267066,,0.0016958728940366097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-02-17,65.31131744384766,58.785526275634766,69.1690444946289,60.56756591796875,44.13591384887695,52.599830627441406,35.97566223144531,43.807960510253906,69.8531494140625,30.920391082763672,,49.63602066040039,-0.005313486278635371,-0.011398482622989814,-0.0008376933577232126,-0.0033576853558003883,-0.0038369183976380006,-0.00039458690274507546,0.007671756524519013,0.007696191548720366,0.0007743169855241039,-0.0017481364510743003,,0.00428425542306643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-02-18,65.07864379882812,58.548606872558594,69.12764739990234,60.52676773071289,44.0245361328125,52.5582275390625,36.316951751708984,44.304100036621094,69.76535034179688,30.906864166259766,,49.5178108215332,-0.0035625317958036806,-0.004030233598067978,-0.0005984916378276584,-0.0006735979337706421,-0.0025235167089960875,-0.0007909357859643418,0.009486677912084795,0.011325328104490495,-0.0012569092875853727,-0.00043747559556084337,,-0.002381533356107579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-02-19,65.11502075195312,58.864501953125,69.10269165039062,60.74249267578125,44.13003158569336,52.5512809753418,36.56135940551758,44.592525482177734,69.79237365722656,30.93393898010254,,49.69013977050781,0.0005589691333680591,0.005395432913613218,-0.00036100967486063507,0.003564124653543832,0.0023962876647376508,-0.00013216891143330578,0.006729850442282581,0.006510129882296045,0.00038734579984600614,0.000876012969065032,,0.0034801407032249987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-02-22,65.06411743164062,58.621009826660156,69.12764739990234,60.777442932128906,44.20623779296875,52.641380310058594,36.6076774597168,44.83482360839844,69.7315673828125,30.893333435058594,,49.71476745605469,-0.0007817446685060014,-0.004136484950789887,0.0003611400499126116,0.0005753839661175597,0.0017268559422489727,0.001714503110953114,0.0012668580969730225,0.005433604031185535,-0.000871245255430142,-0.001312653557313359,,0.0004956252017123131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-02-23,65.5584487915039,59.535709381103516,69.18561553955078,60.92319869995117,44.49347686767578,52.71068572998047,36.34224319458008,44.43098449707031,69.80586242675781,30.974538803100586,,49.63602066040039,0.0075976034007170234,0.015603613058664312,0.0008385666492176647,0.002398188551384628,0.006497704601152954,0.0013165578013658585,-0.0072507813539606225,-0.009007264416949323,0.0010654434818229142,0.0026285725434160856,,-0.001583971919890903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-02-24,65.59485626220703,59.680458068847656,69.21868896484375,61.185569763183594,44.52867889404297,52.75921630859375,36.48127365112305,44.47715377807617,69.92070007324219,30.961017608642578,,49.709842681884766,0.000555343687568266,0.0024312918960547325,0.0004780390408474222,0.004306587126598593,0.0007911727481284547,0.0009206971592419233,0.0038255881949440518,0.001039123519959384,0.0016451003181123802,-0.0004365260946728178,,0.0014872671197687648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-02-25,65.83472442626953,60.01608657836914,69.27667236328125,61.12141418457031,44.5814323425293,52.76613235473633,36.48551559448242,44.67329788208008,69.94766998291016,31.0422420501709,,49.887123107910156,0.0036568136242827176,0.005623758938550827,0.0008376841472244045,-0.0010485410017687657,0.001184707244781702,0.00013108697638952727,0.00011627728242014079,0.004409996758843571,0.0003857213906570678,0.002623442244535479,,0.0035663043063702826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-02-26,65.93648529052734,60.325416564941406,69.30157470703125,61.52366638183594,44.73076629638672,52.840431213378906,36.729896545410156,44.75405502319336,70.02870178222656,31.02869987487793,,50.266231536865234,0.0015457019854587806,0.005154117907510303,0.000359462181142467,0.006581199120343273,0.00334968945614067,0.0014080785406647145,0.006698026516711586,0.0018077273212837586,0.001158463167339363,-0.00043624990975466016,,0.007599324341374336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
