,1M,3M,6M,1Y,2Y,3Y,5Y,7Y,10Y,20Y,30Y,2s10s_spread,3m30y_spread,level,slope,curvature
2010-01-01,0.5090741830148169,0.6083139608861726,0.7075349122442064,0.9067370370889182,1.2059203354203079,1.5050848072383753,1.8042304525431208,2.003357271334544,2.2024652636126456,2.501554429377425,2.700624768628882,0.9965449281923378,2.092310807742709,1.7375386838586913,0.9965449281923378,0.20007530605328805
2010-01-04,0.5147447563555176,0.6128036599503283,0.710773038879836,0.9086528931440411,1.206443222742943,1.5041440276765425,1.8017553079448394,1.9992770635478332,2.1967092944855247,2.494052000757913,2.691305182364999,0.9902660717425817,2.078501522414671,1.734969275057769,0.9902660717425817,0.20035809866121124
2010-01-05,0.5220631140258721,0.6197549539596233,0.7174184289828993,0.9150535390957003,1.212660284298026,1.5102386645898769,1.8077886799712526,2.005310330442153,2.202803616002578,2.5002685366525284,2.697705092392004,0.990143331704552,2.0779501384323806,1.7410841934239523,0.990143331704552,0.20011345964190097
2010-01-06,0.5354311742880435,0.6346911576539899,0.7335548697181337,0.9320223104804755,1.2300934799410148,1.527768378099752,1.825047004956687,2.0219293605118196,2.21841544476515,2.5145052577166775,2.7101987993664034,0.988321964824135,2.0755076417124134,1.757851976554284,0.988321964824135,0.2015850852072094
2010-01-07,0.5299608233809666,0.6300479240703586,0.7296767984144168,0.9288474464131414,1.2275598680665323,1.5258140633745896,1.8236100323373132,2.020947774954703,2.21782729122676,2.514248581153482,2.7102116447348714,0.9902674231602275,2.0801637206645127,1.7563323972102018,0.9902674231602275,0.20183290538133436
2010-01-08,0.5243606537515987,0.6243251445985537,0.7240696767476865,0.9235942501989972,1.2228988649524855,1.5219835210081514,1.8208482183659953,2.0194929570260167,2.2179177369882166,2.5161225582525932,2.7141074208191482,0.9950188720357311,2.0897822762205944,1.7538882734355656,0.9950188720357311,0.20087983479128857
2010-01-11,0.5417337520719224,0.6407144238712061,0.7396805600540894,0.9386321606205728,1.2375692255706554,1.536491754904338,1.8353997486216203,2.034293206722502,2.2331721292069844,2.532036516075066,2.730886367326747,0.995602903636329,2.090171943455541,1.7687137011330867,0.995602903636329,0.2000581424656005
2010-01-12,0.5395900475807525,0.6408154080451144,0.7419397472596795,0.9429630652244481,1.24388536193942,1.544706637404595,1.8454268916199736,2.0460461245855552,2.24656433630134,2.546981526767328,2.74729769598352,1.00267897436192,2.1064822879384053,1.7786255299535778,1.00267897436192,0.2004040849991875
2010-01-13,0.5342095664009008,0.6353456474002325,0.7364503769741153,0.9375237551225494,1.2385657818455347,1.539576457143071,1.8405557810151587,2.0415037534617975,2.242420374482988,2.5433056440787283,2.744159562249021,1.0038545926374531,2.1088139148487883,1.773847312447894,1.0038545926374531,0.2001254057017947
2010-01-14,0.5397179986862136,0.641695149669557,0.7433770611185585,0.9447637330332183,1.2458551654135361,1.546651358259512,1.8471523115711463,2.0473580253484385,2.247268499591389,2.5468837342999975,2.7462037294742645,1.001413334177853,2.1045085798047074,1.780091992192024,1.001413334177853,0.20118095813736714
2010-01-15,0.5445486428500532,0.6439011977808498,0.7431836306647363,0.9423959415017132,1.2415381302917803,1.5406101970349375,1.8396121417311848,2.0385439643805223,2.2374056649829503,2.536197243538468,2.7349187000470763,0.9958675346911701,2.0910175022662267,1.772851979001972,0.9958675346911701,0.200280488187639
2010-01-18,0.5410490000436585,0.6402509583221754,0.7393578916942186,0.9383698001597887,1.237286683718885,1.5361085423715077,1.8348353761176572,2.033467184957333,2.2320039688905355,2.530445727917264,2.7287924620375197,0.9947172851716506,2.0885415037153443,1.7680420095756926,0.9947172851716506,0.2003800996258942
2010-01-19,0.5445986545829823,0.6438615960065304,0.7429412080590623,0.941837490740578,1.2405504440510773,1.5390800679905603,1.8374263625590272,2.035589327756478,2.2335689635829126,2.53136527003833,2.728978247122732,0.9930185195318353,2.085116651116202,1.7705152567310058,0.9930185195318353,0.20073331748406487
2010-01-20,0.5199408804828102,0.6206850090266143,0.7211300565718521,0.9212760231185241,1.2211229086666295,1.5206707132161692,1.8199194367671427,2.01886907931955,2.217519640873391,2.515871121428666,2.713923520985375,0.9963967322067615,2.093238511958761,1.7528539954357212,0.9963967322067615,0.20119632399426468
2010-01-21,0.5002534963035458,0.6015506756397525,0.7025286479399853,0.9031874132042439,1.203526971432528,1.5035473226248386,1.8032484667811748,2.002630403901537,2.2016931339859256,2.500436657034339,2.6988609730467794,0.9981661625533975,2.097310297407027,1.7361561907332093,0.9981661625533975,0.20127682814389614
2010-01-22,0.4996317113294353,0.6003944653527115,0.7006946914936352,0.9005323897522067,1.199907560128426,1.4988202026222928,1.7972703172338074,1.9952579039629694,2.1927829628097797,2.489845493774237,2.6864454968563423,0.9928754026813538,2.0860510315036307,1.7299869467240043,0.9928754026813538,0.20185011152940913
2010-01-25,0.4899584142660409,0.5899456967038844,0.6896810570308964,0.889164495247077,1.188396011352426,1.4873756053469436,1.7861032772306296,1.9845790270034838,2.182802854665507,2.480774760216698,2.6784947436570583,0.994406843313081,2.088549046953174,1.7191007144161876,0.994406843313081,0.20100768844332606
2010-01-26,0.48895266463731607,0.5901806865560318,0.6910302956285511,0.8915014918548737,1.1915942752349995,1.4913086457689286,1.790644603456661,1.9896021482981967,2.188181280293536,2.4863819994426786,2.684204305745624,0.9965870050585366,2.0940236191895925,1.7234733863283989,0.9965870050585366,0.20151365138478639
2010-01-27,0.4754181952772195,0.5758803802570438,0.6764739009014001,0.8771987572102887,1.178054949183709,1.4790424768216617,1.7801613401241463,1.981411539091163,2.182793073722712,2.484305944018793,2.685950149979406,1.0047381245390032,2.110069769722362,1.7136697876768558,1.0047381245390032,0.19947465734187153
2010-01-28,0.4597880594337591,0.5590278452559843,0.6588678341038554,0.8593080259773729,1.1603484208765362,1.4619890188013458,1.7642298197518018,1.9670708237279033,2.1705120307296517,2.4745534407570458,2.679195053810086,1.0101636098531155,2.120167208554102,1.6983634237859964,1.0101636098531155,0.1975991878974157
2010-01-29,0.4688572268717082,0.5701416819736354,0.6717410461844552,0.8736553195041676,1.1758845019327726,1.4784285934702706,1.781287594116661,1.9844615038719442,2.18795032273612,2.4917540507091887,2.69587268779115,1.0120658208033473,2.1257310058175145,1.7150408062618512,1.0120658208033473,0.1987403635644296
2010-02-01,0.4664384424326256,0.5676826093811898,0.6692639908048639,0.8711825867036481,1.1734383970775422,1.4760314219265465,1.778961661250661,1.9822291150498852,2.18583378332422,2.489775666073664,2.694054763298219,1.0123953862466777,2.1263721539170293,1.712744613884141,1.0123953862466777,0.19865114209956003
2010-02-02,0.4638708512097152,0.5664402756984268,0.669138704543421,0.8719661377446977,1.1749225753022567,1.4780080172160983,1.7812224634862222,1.9845659141126288,2.1880383690953176,2.4916398284342893,2.6953702921295433,1.0131157937930608,2.1289300164311165,1.714727802627932,1.0131157937930608,0.1994839825748702
2010-02-03,0.4427225497176726,0.547011851598082,0.6513256306145536,0.8556638867670874,1.1600266200556832,1.4644138304803407,1.768825518041061,1.9732616827378429,2.1777223245706874,2.4822074435395933,2.6867170396445617,1.0176957045150041,2.13970518804648,1.7021914875558106,1.0176957045150041,0.19990209145575166
2010-02-04,0.4479474643951087,0.54802049332463,0.6487587761798596,0.8501623129607978,1.1522311036674444,1.4549651482997994,1.758364446857863,1.9624289993416348,2.1671588057511157,2.472553866086304,2.6786141803472017,1.0149277020836713,2.1305936870225715,1.6925847854254743,1.0149277020836713,0.1973389842971658
2010-02-05,0.45018874409406046,0.5503552365370117,0.6510885600521938,0.852388714639608,1.154255700299253,1.4566895170311296,1.7596901648352377,1.9632576437115772,2.167391953660148,2.4720930946809503,2.6773610667739836,1.013136253360895,2.127005830236972,1.6937792729315462,1.013136253360895,0.19773267571107445
2010-02-08,0.4432621041377735,0.5421373023385768,0.6416946039434762,0.8419340089524721,1.1428555173655637,1.4444591291827518,1.746744844404036,1.9497126630294164,2.1533625850588933,2.4576946104924655,2.6627087393301343,1.0105070676933297,2.1205714369915576,1.680987648942831,1.0105070676933297,0.1972715863836152
2010-02-09,0.4462059613156162,0.5446808099717737,0.64401098484611,0.8441964859386252,1.1452373132493192,1.4471334667781919,1.7498849465252437,1.953491752490474,2.1579538846738835,2.463271343075472,2.6694441276952388,1.0127165714245643,2.124763317723465,1.684358714816149,1.0127165714245643,0.19657869512728476
2010-02-10,0.4320472047932077,0.5331931819213918,0.6348742838685604,0.8370905106347127,1.1398418622198494,1.4431283386239704,1.7469499398470756,1.9513066658891647,2.1561985167502384,2.4616254924302954,2.6675875929293373,1.016356654530389,2.1343944110079454,1.6809967729390545,1.016356654530389,0.19785950072406333
2010-02-11,0.4304049477800619,0.5321852881046742,0.6342271226964598,0.8365304515554186,1.1390952746815508,1.441921592074856,1.7450094037353348,1.9483587096629864,2.1519695098578113,2.45584180431981,2.6599755930489812,1.0128742351762605,2.127790304944307,1.6786913960915655,1.0128742351762605,0.19895402293130715
2010-02-12,0.4339273587522989,0.5350540669242695,0.6360563422045628,0.8369341845931787,1.137687594090117,1.4383165706953784,1.7388211144089623,1.9392012252308686,2.1394569031610975,2.439588148199649,2.639594960346524,1.0017693090709805,2.1045408934222545,1.6719885372200587,1.0017693090709805,0.20049773156671025
2010-02-15,0.4527393028547151,0.5547295881384741,0.6563119298957083,0.8574863281264179,1.158252782830603,1.4586112940082632,1.7585618616593992,1.95810448578401,2.1572391663820962,2.455965903453658,2.654284696998695,0.9989863835514932,2.099555108860221,1.6913512702906994,0.9989863835514932,0.20163177410609912
2010-02-16,0.4423369017286143,0.5493447041018074,0.6550325533134944,0.8594004493636752,1.1624483922523499,1.4641763819795184,1.7645844185451807,1.9636725019493368,2.161440632191987,2.457888809273131,2.6530170331927687,0.9989922399396371,2.103672329090961,1.6961578143298393,0.9989922399396371,0.20527981264602468
2010-02-17,0.43016080772589316,0.5369220413448933,0.6425375881706413,0.8470074482031371,1.1503316214423807,1.4525101078883722,1.7535429075411115,1.9534300204005983,2.152171446466833,2.4497671857398156,2.6462172382195464,1.0018398250244522,2.109295196874653,1.6853486584834416,1.0018398250244522,0.2045827471730095
2010-02-18,0.4403537132903843,0.5445850940257864,0.6483281299971381,0.8515828212044396,1.154349167647691,1.4566271693268917,1.7584168262420425,1.959718138393143,2.1605311057801933,2.4608557284031933,2.660692006262143,1.0061819381325023,2.1161069122363565,1.691099033223309,1.0061819381325023,0.20195337905620114
2010-02-19,0.42984088477811955,0.5335794103474345,0.6368768937891908,0.8397333351033887,1.1421487342900278,1.4441230913491085,1.7456564062806306,1.9467486790845945,2.147399909760999,2.4476100983098457,2.647379244731134,1.0052511754709712,2.1137998343836992,1.6784016834438857,1.0052511754709712,0.20176416851023404
2010-02-22,0.43549213669058484,0.5399910586811304,0.6435957325091285,0.846306158174579,1.148122335677482,1.4490442650178372,1.749071946195645,1.9482053792109053,2.1464445640636183,2.443789500753783,2.640240189281401,0.9983222283861364,2.100249130600271,1.6812129486455818,0.9983222283861364,0.20357699265019003
2010-02-23,0.41203341107786484,0.5179732253814108,0.6228131030798814,0.8265530441732762,1.1291930486615955,1.4307331165448396,1.731173247823008,1.9305134424961006,2.128753700564118,2.4258940220270593,2.6219344068849257,0.9995606519025224,2.103961181503515,1.6630399990162406,0.9995606519025224,0.20439974642030245
2010-02-24,0.4020052059490037,0.507771521099351,0.6122910590542148,0.8155638198135952,1.1175898033774918,1.4183690097459052,1.717901438918835,1.9161870908962808,2.1132259656782435,2.409018063264723,2.6035633836557186,0.9956361623007517,2.095791862556368,1.6495724026581902,0.9956361623007517,0.2049871087819346
