,AAA,BAA,AAA_10Y_spread,BAA_10Y_spread,AAA_BAA_spread
2010-01-01,2.70480670615157,3.413196844944377,0.5023414425389245,1.2107315813317312,0.7083901387928067
2010-01-04,2.697242813522868,3.403157116370638,0.5005335190373432,1.2064478218851131,0.7059143028477699
2010-01-05,2.703641789779011,3.401178565396093,0.5008381737764327,1.1983749493935147,0.697536775617082
2010-01-06,2.722387614708464,3.424453072875287,0.5039721699433142,1.206037628110137,0.7020654581668229
2010-01-07,2.721256612868806,3.3946510896431032,0.503429321642046,1.1768237984163434,0.6733944767742974
2010-01-08,2.73077015348089,3.4114006345252115,0.5128524164926733,1.1934828975369949,0.6806304810443216
2010-01-11,2.7465421551322757,3.444017083996687,0.5133700259252914,1.2108449547897027,0.6974749288644113
2010-01-12,2.7595685033337407,3.4458406060013793,0.5130041670324008,1.1992762697000394,0.6862721026676386
2010-01-13,2.7199565830083383,3.4724325432054552,0.4775362085253505,1.2300121687224674,0.7524759601971169
2010-01-14,2.759227670566996,3.4481862644020564,0.5119591709756066,1.2009177648106673,0.6889585938350606
2010-01-15,2.7288836582296,3.4528203592001443,0.49147799324664954,1.215414694217194,0.7239367009705444
2010-01-18,2.7455700978631032,3.443764019238043,0.5135661289725677,1.2117600503475074,0.6981939213749397
2010-01-19,2.7559007891429594,3.4583127525356083,0.5223318255600469,1.2247437889526958,0.7024119633926489
2010-01-20,2.7120175411425316,3.440574165496753,0.49449790026914053,1.223054524623362,0.7285566243542214
2010-01-21,2.6993857824924987,3.415900217474608,0.49769264850657313,1.2142070834886822,0.7165144349821091
2010-01-22,2.685975286430768,3.348123038342085,0.4931923236209883,1.155340075532305,0.6621477519113168
2010-01-25,2.6923173908539244,3.401279778211145,0.5095145361884175,1.218476923545638,0.7089623873572206
2010-01-26,2.686920272242297,3.4149356785323186,0.4987389919487608,1.2267543982387825,0.7280154062900217
2010-01-27,2.696049032473373,3.3681627809239973,0.5132559587506607,1.1853697072012852,0.6721137484506245
2010-01-28,2.6677976303014526,3.366907754734232,0.49728559957180085,1.1963957240045802,0.6991101244327793
2010-01-29,2.6864541796226478,3.3669542678457036,0.4985038568865279,1.1790039451095837,0.6805000882230559
2010-02-01,2.682143653629445,3.343069548994931,0.49630987030522533,1.1572357656707113,0.660925895365486
2010-02-02,2.691981148976464,3.3700582962093115,0.5039427798811462,1.182019927113994,0.6780771472328477
2010-02-03,2.6532588251043796,3.360689036548323,0.47553650053369223,1.1829667119776355,0.7074302114439432
2010-02-04,2.659836842373416,3.3508653583199317,0.4926780366223005,1.183706552568816,0.6910285159465155
2010-02-05,2.6587379314693838,3.339000567497793,0.4913459778092357,1.1716086138376451,0.6802626360284094
2010-02-08,2.6503612284221414,3.3252554278792905,0.49699864336324806,1.1718928428203972,0.6748941994571491
2010-02-09,2.646572719743505,3.3458013515718203,0.48861883506962167,1.1878474668979369,0.6992286318283152
2010-02-10,2.635105746157136,3.328289876524435,0.47890722940689745,1.1720913597741967,0.6931841303672992
2010-02-11,2.640754202855946,3.3488638404091104,0.48878469299813476,1.1968943305512991,0.7081096375531644
2010-02-12,2.616136270896893,3.3349185358851874,0.47667936773579545,1.19546163272409,0.7187822649882945
2010-02-15,2.629198873649718,3.391819954810029,0.4719597072676218,1.234580788427933,0.7626210811603111
2010-02-16,2.6598971919508627,3.3718002463969032,0.4984565597588757,1.2103596142049162,0.7119030544460405
2010-02-17,2.647031975279889,3.3422440203119304,0.4948605288130561,1.1900725738450975,0.6952120450320414
2010-02-18,2.6559170181304443,3.3362321535094885,0.4953859123502511,1.1757010477292953,0.6803151353790442
2010-02-19,2.6487025095908305,3.3374386662053404,0.5013025998298315,1.1900387564443413,0.6887361566145098
2010-02-22,2.628485287960962,3.3364878527216013,0.48204072389734387,1.190043288657983,0.7080025647606392
2010-02-23,2.599214261689029,3.296635092193646,0.4704605611249111,1.1678813916295279,0.6974208305046168
2010-02-24,2.59464099836499,3.3022294070662124,0.48141503268674635,1.1890034413879689,0.7075884087012225
2010-02-25,2.6013507656418215,3.2704582493125773,0.4790340499295058,1.1481415336002616,0.6691074836707558
2010-02-26,2.6064942297786873,3.304932604991322,0.47556302891885505,1.1740014041314897,0.6984383752126346
2010-03-01,2.6139794242532775,3.3203892197088236,0.4835302311140577,1.1899400265696038,0.7064097954555462
2010-03-02,2.6060869821998223,3.30021845191457,0.4779813746221131,1.1721128443368607,0.6941314697147476
2010-03-03,2.589544858476497,3.2971428765438207,0.46513516585941206,1.1727331839267356,0.7075980180673236
2010-03-04,2.5841773596600506,3.277488438734094,0.4761264078043079,1.1694374868783513,0.6933110790740433
2010-03-05,2.5708723131318743,3.2575760589422442,0.46773473462841775,1.1544384804387877,0.68670374581037
2010-03-08,2.5779796100398085,3.2909189443110547,0.4804936894696459,1.193433023740892,0.7129393342712462
2010-03-09,2.5800984691228823,3.258401350110014,0.473731105623568,1.1520339866106997,0.6783028809871317
2010-03-10,2.6059883095382075,3.2955725271629,0.4920950045265222,1.1816792221512147,0.6895842176246925
2010-03-11,2.5901004541772483,3.27495836546428,0.49349127014706484,1.1783491814340965,0.6848579112870317
2010-03-12,2.587382914550346,3.2553332004354743,0.4848945911432945,1.1528448770284228,0.6679502858851283
2010-03-15,2.558450011583132,3.268145587342145,0.4618203510325096,1.171515926791523,0.7096955757590133
2010-03-16,2.5823044706184093,3.241469289653729,0.4910287288405213,1.150193547875841,0.6591648190353196
2010-03-17,2.5910596958541148,3.296455549610484,0.49295732593315034,1.1983531796895197,0.7053958537563694
2010-03-18,2.582932686082253,3.252442681219037,0.47945002558748406,1.1489600207242683,0.6695099951367842
2010-03-19,2.61332893079046,3.2824418415214303,0.49435394231599217,1.1634668530469625,0.6691129107309703
2010-03-22,2.5876643148594916,3.2645681072295116,0.47392949428572484,1.150833286655745,0.6769037923700201
2010-03-23,2.569648426756011,3.256322045031823,0.4601653615659935,1.1468389798418057,0.6866736182758122
2010-03-24,2.581297100033192,3.315118377392669,0.47188750339108054,1.2057087807505575,0.733821277359477
2010-03-25,2.618676034628093,3.307955753342438,0.49873444669198896,1.1880141654063339,0.6892797187143449
2010-03-26,2.5803266584632123,3.2933680835714485,0.4655722903197357,1.1786137154279719,0.7130414251082362
2010-03-29,2.594998695483192,3.277366710726948,0.48010698442183797,1.1624749996655943,0.6823680152437563
2010-03-30,2.58231630062876,3.294707107668491,0.4782405405879131,1.1906313476276438,0.7123908070397307
2010-03-31,2.5641595206526047,3.246694858422357,0.47037694596667157,1.1529122837364238,0.6825353377697523
2010-04-01,2.578852956839443,3.295310834363625,0.47269652405276696,1.1891544015769488,0.7164578775241819
2010-04-02,2.601396282043345,3.2812977840417785,0.48056671145064156,1.1604682134490751,0.6799015019984336
2010-04-05,2.5917078238507325,3.2813918464849845,0.47407857644577156,1.1637625990800236,0.689684022634252
2010-04-06,2.59980602651845,3.3285109082155104,0.4674866806892237,1.196191562386284,0.7287048816970603
2010-04-07,2.6265222476880403,3.34296937473328,0.48458085714043264,1.2010279841856724,0.7164471270452397
2010-04-08,2.6371278562387186,3.3421714856636697,0.49187396402623795,1.196917593451189,0.7050436294249511
2010-04-09,2.635311138654333,3.3086876692963973,0.49055881459933914,1.1639353452414034,0.6733765306420643
2010-04-12,2.637770672456488,3.3417801465392802,0.4768418078718386,1.1808512819546308,0.7040094740827922
2010-04-13,2.6274300093392897,3.3458089952980887,0.47235523131374,1.190734217272539,0.718378985958799
2010-04-14,2.6578075611073864,3.348510345483977,0.4851549189575972,1.175857703334188,0.6907027843765907
2010-04-15,2.644079015437269,3.3574989349328863,0.49843522266892215,1.2118551421645396,0.7134199194956174
2010-04-16,2.651120352782854,3.301049360804436,0.4908570933693115,1.1407861013908933,0.6499290080215818
2010-04-19,2.650207000080256,3.3313289227933387,0.4916148534841347,1.1727367761972176,0.6811219227130829
2010-04-20,2.6440676545734076,3.326725924398131,0.4928757615331154,1.1755340313578388,0.6826582698247234
2010-04-21,2.638441013566143,3.27872314108133,0.4883683791935174,1.1286505067087043,0.6402821275151869
2010-04-22,2.6057019704910958,3.273976912160226,0.48139166121526555,1.1496666028843956,0.66827494166913
2010-04-23,2.6106882566567027,3.314508015257724,0.4863693009299346,1.1901890595309559,0.7038197586010213
2010-04-26,2.5968495172292747,3.2991459178444296,0.47499879606429785,1.1772951966794527,0.7022964006151549
2010-04-27,2.605553854648655,3.348896623671016,0.469271615082298,1.212614384104659,0.7433427690223611
2010-04-28,2.6140372064925543,3.3328511024937173,0.48960967410565726,1.2084235701068202,0.718813896001163
2010-04-29,2.608334171118404,3.298628262655271,0.4931400986111196,1.1834341901479868,0.6902940915368672
2010-04-30,2.5833672387124422,3.295966489220517,0.4685768840728981,1.1811761345809728,0.7125992505080747
2010-05-03,2.61495431223205,3.304481935723107,0.48980922252602177,1.1793368460170788,0.689527623491057
2010-05-04,2.6245936533589247,3.2505778295157857,0.4990551670550638,1.1250393432119248,0.625984176156861
2010-05-05,2.601502012849715,3.268965794556392,0.48116552749607644,1.1486293092027533,0.6674637817066769
2010-05-06,2.599556463124952,3.3056137892951325,0.47403450253245705,1.1800918287026376,0.7060573261701806
2010-05-07,2.611703293836988,3.31922712343265,0.483638866213838,1.1911626958095,0.7075238295956621
2010-05-10,2.612746974598285,3.320080999306283,0.47884062977762953,1.1861746544856273,0.7073340247079978
2010-05-11,2.605823980482466,3.2900677851909146,0.47677456217231784,1.1610183668807665,0.6842438047084487
2010-05-12,2.604016095142603,3.311326129304275,0.4866183796514014,1.1939284138130737,0.7073100341616723
2010-05-13,2.5763180689137357,3.3138760007186288,0.46546502792212285,1.203022959727016,0.737557931804893
2010-05-14,2.5582332564300367,3.281352305349704,0.4641360035512352,1.1872550524709022,0.723119048919667
2010-05-17,2.579022554849817,3.2894710474299407,0.47936044213402607,1.1898089347141498,0.7104484925801238
2010-05-18,2.5810851627723546,3.261256833119285,0.4794665584855222,1.1596382288324527,0.6801716703469305
2010-05-19,2.580766635010925,3.2885824230142378,0.4831354165583308,1.1909512045616437,0.7078157880033129
2010-05-20,2.5899769076589254,3.262652897621149,0.49798295040601515,1.1706589403682388,0.6726759899622237
2010-05-21,2.5563888658448333,3.2528712163825166,0.4774450953978384,1.1739274459355218,0.6964823505376834
2010-05-24,2.5559609923368756,3.2440845753533933,0.48154038589489767,1.1696639689114154,0.6881235830165178
2010-05-25,2.5341983099677305,3.227398726252278,0.4651179060023498,1.1583183222868971,0.6932004162845473
2010-05-26,2.541394566043322,3.2011068578841857,0.4809480574552185,1.1406603492960823,0.6597122918408638
2010-05-27,2.528263726595383,3.2170115022393775,0.4676822007456143,1.1564299763896089,0.6887477756439946
2010-05-28,2.536783652531078,3.2408176351028373,0.4744684194361608,1.1785024020079202,0.7040339825717594
2010-05-31,2.5574487178865963,3.236518741236125,0.4764380966620796,1.1555081200116084,0.6790700233495288
2010-06-01,2.576709995851388,3.2734027663604186,0.48820548088757487,1.1848982513966053,0.6966927705090304
2010-06-02,2.5522062730928528,3.268036887408803,0.4652910737761302,1.1811216880920803,0.7158306143159501
2010-06-03,2.5355490057691483,3.2384657908874077,0.45540956114219755,1.158326346260457,0.7029167851182594
2010-06-04,2.5368149787361594,3.2516532729414354,0.4722700780868707,1.1871083722921467,0.714838294205276
2010-06-07,2.5399260070304015,3.212352569262798,0.47903668987590287,1.1514632521082993,0.6724265622323964
2010-06-08,2.5356939815381536,3.2483270259397914,0.47599453148480864,1.1886275758864464,0.7126330444016378
2010-06-09,2.573868156652029,3.255875540550524,0.4917203643258432,1.173727748224338,0.6820073838984948
2010-06-10,2.5639364788749317,3.2444401593003303,0.4833873267639386,1.1638910071893371,0.6805036804253985
2010-06-11,2.5621771553725776,3.237154422075119,0.4739782113882103,1.1489554780907518,0.6749772667025415
2010-06-14,2.5473598795955317,3.256711104213837,0.45629306962600147,1.1656442942443066,0.7093512246183051
2010-06-15,2.556554374898171,3.242408080124111,0.47483679275020707,1.1606904979761472,0.6858537052259401
2010-06-16,2.578441803066772,3.2302786542517747,0.48977515074376754,1.1416120019287703,0.6518368511850028
2010-06-17,2.570338656174746,3.2567899737557964,0.47707894895989167,1.163530266540942,0.6864513175810503
2010-06-18,2.5748897424910315,3.2433655777486026,0.48286469331742676,1.1513405285749978,0.668475835257571
2010-06-21,2.5650282286429644,3.2556507946998856,0.4849763183141267,1.1755988843710479,0.6906225660569212
2010-06-22,2.569818882578907,3.291573246553704,0.47341538065043354,1.1951697446252307,0.7217543639747972
2010-06-23,2.5709278317674773,3.2247480854458743,0.4869969612337357,1.1408172149121327,0.653820253678397
2010-06-24,2.588237129515325,3.291068336184185,0.49830953435496506,1.201140741023825,0.70283120666886
2010-06-25,2.5958087362825006,3.282090274457363,0.4845910941876337,1.1708726323624958,0.6862815381748621
2010-06-28,2.5724445410373336,3.249679761032811,0.47304751083798324,1.1502827308334607,0.6772352199954774
2010-06-29,2.577666155757597,3.2785707262607033,0.48253954932688137,1.1834441198299879,0.7009045705031065
2010-06-30,2.5588246341162755,3.258088379910555,0.46116102124118763,1.160424767035467,0.6992637457942794
2010-07-01,2.5723724714190235,3.2511983370903925,0.4857669436588101,1.1645928093301792,0.678825865671369
2010-07-02,2.5558402633986894,3.225810570826498,0.4838193279333973,1.153789635361206,0.6699703074278087
2010-07-05,2.570484835024618,3.2209733273831613,0.4961900730449793,1.1466785654035228,0.6504884923585434
2010-07-06,2.53774444248087,3.236266540986182,0.4753691547534049,1.173891253258717,0.698522098505312
2010-07-07,2.551767510098318,3.225233131633333,0.48234114092180613,1.155806762456821,0.6734656215350148
2010-07-08,2.5368337049499505,3.2018852833148266,0.467804558048015,1.132856136412891,0.665051578364876
2010-07-09,2.5592517331013327,3.260454531587535,0.4759530366766582,1.1771558351628606,0.7012027984862024
2010-07-12,2.53978191215552,3.2171494980559685,0.46269894693061486,1.1400665328310633,0.6773675859004484
2010-07-13,2.5465952100502713,3.2106451627640333,0.4753587820519929,1.1394087347657549,0.664049952713762
2010-07-14,2.556109106571793,3.2691763505409313,0.4758806211643791,1.1889478651335175,0.7130672439691383
2010-07-15,2.549022410632649,3.2074950506305107,0.47946398172758586,1.1379366217254474,0.6584726399978615
2010-07-16,2.542531550575871,3.1882523601584767,0.47069093513257876,1.1164117447151845,0.6457208095826057
2010-07-19,2.562440420615132,3.2601653821570133,0.48037464295422083,1.178099604496102,0.6977249615418812
2010-07-20,2.5398291384610214,3.2217857343166423,0.47299242241927075,1.1549490182748916,0.6819565958556209
2010-07-21,2.545815768622226,3.2311245537688755,0.47338049680941685,1.1586892819560664,0.6853087851466495
2010-07-22,2.553504344105172,3.2334661252237176,0.4780188795405391,1.1579806606590846,0.6799617811185454
2010-07-23,2.565012760007416,3.2580401516706496,0.4791841314476337,1.1722115231108674,0.6930273916632337
2010-07-26,2.557031497608537,3.221690632005097,0.4839167409932239,1.148575875389784,0.66465913439656
2010-07-27,2.534903488997588,3.2523869200816793,0.47245765703524034,1.1899410881193315,0.7174834310840912
2010-07-28,2.539667415602015,3.201197572142368,0.47120911701654267,1.1327392735568957,0.6615301565403531
2010-07-29,2.5418895576974307,3.2394971170807025,0.4734938654033667,1.1711014247866385,0.6976075593832718
2010-07-30,2.5410656731081183,3.2485257348080614,0.46865628438652074,1.1761163460864639,0.7074600616999431
2010-08-02,2.54539059061834,3.2206224183373973,0.47289671103825803,1.1481285387573155,0.6752318277190574
2010-08-03,2.5591944637365445,3.2039210347038507,0.4954473596615001,1.1401739306288063,0.6447265709673062
2010-08-04,2.5340719149450996,3.24947661584351,0.46647349231813084,1.1818781932165412,0.7154047008984104
2010-08-05,2.5453409405431677,3.2148350345563537,0.47339986153289404,1.14289395554608,0.6694940940131859
2010-08-06,2.5323950148949614,3.2087577845842707,0.4708828354029375,1.1472456050922468,0.6763627696893093
2010-08-09,2.559390237158251,3.2671490546838413,0.4760175549354799,1.1837763724610704,0.7077588175255904
2010-08-10,2.5648935779522715,3.2574875570649997,0.47612454381096336,1.1687185229236916,0.6925939791127282
2010-08-11,2.554455168848563,3.2024106239041212,0.47984673091755203,1.1278021859731102,0.6479554550555582
2010-08-12,2.538297737995036,3.2761503701325596,0.4612656861086917,1.199118318246215,0.7378526321375234
2010-08-13,2.5535167567038903,3.2172349387861967,0.48678978850747523,1.1505079705897816,0.6637181820823064
2010-08-16,2.5577752232168924,3.2284255022954493,0.48431807098606194,1.1549683500646188,0.6706502790785569
2010-08-17,2.5530813830649484,3.256928772881275,0.4678807182870237,1.1717281081033502,0.7038473898163264
2010-08-18,2.5315566704876287,3.2518681690868947,0.4559772967814273,1.1762887953806933,0.720311498599266
2010-08-19,2.5493376955619897,3.282405612047393,0.47082410030802624,1.2038920167934295,0.7330679164854033
2010-08-20,2.5604836831550424,3.213808527967995,0.47899371900904164,1.1323185638219941,0.6533248448129525
2010-08-23,2.596743313447494,3.2720754228748268,0.5088674229302099,1.1841995323575425,0.6753321094273326
2010-08-24,2.6005269702854785,3.297101032759887,0.4922906595583525,1.1888647220327608,0.6965740624744083
2010-08-25,2.5723754138731487,3.273910862600016,0.4682914171847896,1.169826865911657,0.7015354487268675
2010-08-26,2.5783084261909623,3.288078244097847,0.47796328629887963,1.1877331042057642,0.7097698179068845
2010-08-27,2.568080645142349,3.271624883839083,0.48254868812590823,1.1860929268226421,0.7035442386967339
2010-08-30,2.5657610538441067,3.220406953795496,0.4839860274616883,1.1386319274130776,0.6546458999513893
2010-08-31,2.547552920963729,3.280216310198268,0.46814749989677473,1.200810889131314,0.7326633892345393
2010-09-01,2.564859530154182,3.2207554947321686,0.48062739016974154,1.136523354747728,0.6558959645779865
2010-09-02,2.5626112292496668,3.233159094645364,0.4753542826720669,1.1459021480677642,0.6705478653956973
2010-09-03,2.572376944742068,3.2662233153250373,0.4731474549202215,1.1669938255031909,0.6938463705829694
2010-09-06,2.585100953620131,3.3086739857736367,0.4868070007969898,1.2103800329504955,0.7235730321535057
2010-09-07,2.6039900667705145,3.278111254449752,0.4948568842187431,1.1689780718979805,0.6741211876792375
2010-09-08,2.6050317389418427,3.285163587833977,0.4949992115874551,1.1751310604795893,0.6801318488921342
2010-09-09,2.634347304839711,3.349032641389937,0.49777300066235686,1.212458337212583,0.7146853365502261
2010-09-10,2.631745464594278,3.3233476508792346,0.48830677651514565,1.179908962800102,0.6916021862849564
2010-09-13,2.6364441360140844,3.2987423523033277,0.49871165434835074,1.161009870637594,0.6622982162892432
2010-09-14,2.616617795502384,3.296092154838911,0.4925149161186364,1.171989275455163,0.6794743593365267
2010-09-15,2.621865496797212,3.339929478379026,0.49172873539759987,1.2097927169794138,0.718063981581814
2010-09-16,2.610119224224452,3.3088276615760024,0.48382545978041014,1.1825338971319606,0.6987084373515504
2010-09-17,2.61919751917374,3.3545354829601584,0.486401630712197,1.2217395944986151,0.7353379637864181
