Date,price_IEF,price_TLT,price_SHY,price_LQD,price_VCIT,price_VCSH,price_HYG,price_JNK,price_MUB,price_TFI,price_BNDX,price_EMB,return_IEF,return_TLT,return_SHY,return_LQD,return_VCIT,return_VCSH,return_HYG,return_JNK,return_MUB,return_TFI,return_BNDX,return_EMB,vol_IEF,vol_TLT,vol_SHY,vol_LQD,vol_VCIT,vol_VCSH,vol_HYG,vol_JNK,vol_MUB,vol_TFI,vol_BNDX,vol_EMB
2010-01-04,64.35617065429688,58.893287658691406,68.73546600341797,60.77814483642578,43.940067291259766,52.255985260009766,37.0161247253418,44.96181869506836,69.28094482421875,30.5186824798584,,49.949974060058594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-01-05,64.63878631591797,59.27364730834961,68.8182373046875,61.068416595458984,44.23239517211914,52.33211135864258,37.19172668457031,45.384891510009766,69.35501861572266,30.599687576293945,,50.253822326660156,0.004391430670094065,0.006458455025681875,0.001204200772646491,0.0047759233160935555,0.006652877405072255,0.001456791949362879,0.004743931476659746,0.00940960190713569,0.0010691798688924337,0.0026542789482806306,,0.006083051539450768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-01-06,64.37784576416016,58.48019790649414,68.82649993896484,60.888450622558594,44.138851165771484,52.484291076660156,37.28791046142578,45.53357696533203,69.25403594970703,30.640153884887695,,50.32239532470703,-0.004036903639905609,-0.01338620850726191,0.00012006460207292236,-0.0029469565928417207,-0.002114830227566311,0.002907960601372661,0.0025861605639130314,0.0032761002698324937,-0.0014560253609784413,0.0013224418874491217,,0.001364532982210509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-01-07,64.37784576416016,58.57851791381836,68.8099365234375,60.96393966674805,44.27915573120117,52.4497184753418,37.43843078613281,45.68222427368164,69.33477020263672,30.653669357299805,,50.06267166137695,0.0,0.0016812529855221303,-0.00024065462491962286,0.0012397924962388451,0.0031787090448445188,-0.0006587228408565515,0.00403670580744242,0.0032645647071123385,0.0011657696453721833,0.0004411032811024729,,-0.005161194367919175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-01-08,64.4576644897461,58.552268981933594,68.87612915039062,61.09739685058594,44.32593536376953,52.491207122802734,37.49694061279297,45.85374069213867,69.34822082519531,30.667177200317383,,50.12147903442383,0.0012398477246091666,-0.00044809825887681676,0.0009619632032442649,0.0021891167888332674,0.0010564707433071696,0.0007910175434104882,0.0015628279666526357,0.0037545548883408664,0.00019399534345154734,0.00044065990469621674,,0.0011746750841554743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-01-11,64.50111389160156,58.230987548828125,68.9092025756836,61.16128921508789,44.30840301513672,52.53963851928711,37.4635124206543,45.80803298950195,69.34822082519531,30.680654525756836,,50.50371170043945,0.0006740765772297319,-0.005487087668705093,0.00048018705030239417,0.00104574610041408,-0.0003955325136160148,0.0009226573199405674,-0.0008914911881442444,-0.0009968151332210295,0.0,0.00043947068722438587,,0.00762612503420157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-01-12,64.96485137939453,59.22773742675781,68.96714782714844,61.277347564697266,44.53055953979492,52.54656982421875,37.27116394042969,45.69364929199219,69.48294067382812,30.640153884887695,,50.51349639892578,0.007189604331055532,0.017117172829911098,0.0008408927878855721,0.001897578535358102,0.005013868917421949,0.0001319252497158363,-0.00513428847954378,-0.0024970226845579813,0.001942657605771947,-0.0013200709533475186,,0.0001937421658109173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-01-13,64.6533203125,58.539188385009766,68.9092025756836,61.0219612121582,44.39606475830078,52.53963851928711,37.35481262207031,45.56786346435547,69.28767395019531,30.69415283203125,,50.40080642700195,-0.004795378736036637,-0.011625449015328693,-0.0008401862813012251,-0.004167712257281075,-0.0030202805193576543,-0.00013190784774019804,0.0022443270560135176,-0.0027528076567691073,-0.0028102829520334494,0.001762358875429415,,-0.0022308883755317588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-01-14,64.95759582519531,59.35891342163086,68.9754409790039,61.24256134033203,44.4896240234375,52.671085357666016,37.39659881591797,45.6707763671875,69.48965454101562,30.667177200317383,,50.136165618896484,0.004706262744505807,0.014003013352863691,0.0009612417622677505,0.003615094038142308,0.0021073774364026576,0.002501860349318097,0.0011186294593528157,0.0022584535461604993,0.002915101334842074,-0.0008788524596683445,,-0.005250725670208456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2010-01-15,65.24740600585938,59.72611618041992,69.03333282470703,61.21937942504883,44.55391311645508,52.73337936401367,37.24610900878906,45.47639846801758,69.55025482177734,30.653669357299805,,50.10677719116211,0.004461528740133058,0.006186143539737454,0.0008393109907154361,-0.0003785262205866502,0.0014450356555881783,0.0011826983614375841,-0.00402415759437591,-0.004256067328638036,0.0008720762991554221,-0.00044046580907475263,,-0.0005861722246126577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
